116376,223296,19
116138,223440,19
116252,223404,19
116246,223418,19
116364,223318,19
116368,223522,19
116250,223226,19
116267,223256,19
116126,223334,19
116143,223364,19
116137,223378,19
116356,223416,19
116141,223186,19
116158,223216,19
116373,223318,19
116125,223272,19
116135,223462,19
116129,223476,19
116247,223376,19
116348,223514,19
116117,223498,19
116247,223248,19
116121,223306,19
116134,223400,19
116246,223314,19
116353,223438,19
116256,223504,19
116138,223208,19
116121,223178,19
116364,223482,19
116381,223512,19
116368,223290,19
116244,223398,19
116238,223412,19
116255,223442,19
116369,223406,19
116352,223376,19
116255,223314,19
116226,223306,19
116129,223372,19
116243,223336,19
116344,223474,19
116361,223504,19
116129,223244,19
116355,223518,19
116348,223282,19
116365,223312,19
116218,223404,19
116121,223470,19
116138,223500,19
116235,223434,19
116229,223448,19
116246,223478,19
116343,223412,19
116233,223256,19
116250,223286,19
116109,223364,19
116126,223394,19
116217,223342,19
116120,223408,19
116341,223496,19
116137,223438,19
116234,223372,19
116335,223510,19
116124,223216,19
116339,223318,19
116356,223348,19
116108,223302,19
116125,223332,19
116209,223440,19
116112,223506,19
116243,223500,19
116226,223470,19
116213,223248,19
116230,223278,19
116338,223256,19
116355,223286,19
116348,223446,19
116100,223400,19
116117,223430,19
116121,223238,19
116229,223216,19
116246,223246,19
116347,223384,19
116099,223338,19
116109,223528,19
116223,223492,19
116217,223506,19
116335,223406,19
116120,223176,19
116221,223314,19
116238,223344,19
116335,223278,19
116097,223422,19
116091,223436,19
116108,223466,19
116222,223430,19
116209,223336,19
116327,223504,19
116095,223244,19
116112,223274,19
116226,223238,19
116220,223252,19
116096,223360,19
116218,223464,19
116326,223442,19
116343,223472,19
116218,223336,19
116330,223250,19
116343,223344,19
116099,223502,19
116217,223402,19
116217,223274,19
116322,223348,19
116339,223378,19
116091,223332,19
116104,223426,19
116209,223500,19
116317,223478,19
116213,223308,19
116327,223272,19
116111,223241,19
116321,223286,19
116338,223316,19
116100,223460,19
116208,223438,19
116100,223332,19
116218,223232,19
116212,223246,19
116103,223339,19
116313,223384,19
116330,223414,19
116347,223444,19
116099,223398,19
116297,223470,19
116314,223500,19
116331,223530,19
116099,223270,19
116301,223278,19
116204,223344,19
116221,223374,19
116318,223308,19
116329,223352,19
116188,223430,19
116091,223496,19
116108,223526,19
116205,223460,19
116095,223304,19
116209,223268,19
116317,223246,19
116220,223312,19
116327,223436,19
116096,223420,19
116191,223176,19
116309,223344,19
116326,223374,19
116088,223518,19
116179,223466,19
116196,223496,19
116183,223274,19
116200,223304,19
116314,223268,19
116297,223238,19
116318,223472,19
116087,223456,19
116091,223264,19
116192,223402,19
116306,223366,19
116094,223271,19
116304,223316,19
116317,223410,19
116422,223484,19
116180,223296,19
116191,223340,19
116208,223370,19
116086,223369,19
116103,223399,19
116305,223304,19
116297,223530,19
116179,223234,19
116301,223338,19
116200,223468,19
116312,223382,19
116171,223460,19
116188,223362,19
116300,223276,19
116170,223398,19
116292,223374,19
116309,223404,19
116393,223512,19
116166,223304,19
116183,223334,19
116297,223298,19
116280,223268,19
116291,223312,19
116301,223502,19
116409,223480,19
116426,223510,19
116289,223396,19
116192,223462,19
116283,223410,19
116300,223440,19
116304,223248,19
116271,223304,19
116288,223334,19
116191,223400,19
116275,223508,19
116194,223407,19
116195,223208,19
116400,223516,19
116162,223264,19
116179,223294,19
116166,223468,19
116280,223432,19
116182,223301,19
116291,223476,19
116154,223362,19
116171,223392,19
116279,223370,19
116174,223399,19
116178,223207,19
116170,223330,19
116372,223338,19
116288,223498,19
116275,223276,19
116177,223145,19
116194,223175,19
116263,223298,19
116162,223428,19
116276,223392,19
116182,223465,19
116166,223236,19
116392,223510,19
116291,223244,19
116150,223322,19
116153,223329,19
116266,223440,19
116380,223404,19
116174,223167,19
116149,223260,19
116254,223334,19
116271,223364,19
116372,223502,19
116393,223340,19
116145,223294,19
116274,223243,19
116263,223462,19
116371,223440,19
116388,223470,19
116165,223203,19
116182,223233,19
116154,223422,19
116262,223400,19
116279,223430,19
116283,223238,19
116157,223301,19
116174,223331,19
116367,223346,19
116254,223498,19
116271,223528,19
116362,223476,19
116258,223306,19
116275,223336,19
116156,223239,19
116242,223392,19
116145,223458,19
116259,223422,19
116263,223230,19
116116,223322,19
116133,223352,19
116241,223330,19
116251,223520,19
116153,223389,19
116376,223528,19
116157,223197,19
116363,223306,19
116250,223458,19
116237,223236,19
116254,223266,19
116257,223273,19
116124,223388,19
116141,223418,19
116274,223303,19
116144,223425,19
116354,223470,19
116148,223233,19
116165,223263,19
116358,223278,19
116371,223372,19
116249,223371,19
116133,223516,19
116374,223379,19
116136,223523,19
116153,223157,19
116140,223331,19
116157,223361,19
116367,223406,19
116265,223339,19
116334,223462,19
116237,223528,19
116351,223492,19
116128,223225,19
116139,223269,19
116156,223299,19
116253,223233,19
116225,223422,19
116242,223452,19
116350,223430,19
116144,223193,19
116245,223331,19
116116,223382,19
116241,223390,19
116132,223483,19
116342,223528,19
116119,223261,19
116136,223291,19
116346,223336,19
116363,223366,19
116216,223458,19
116233,223488,19
116366,223373,19
116237,223296,19
116351,223260,19
116128,223389,19
116118,223199,19
116362,223304,19
116253,223397,19
116124,223448,19
116127,223327,19
116144,223357,19
116337,223372,19
116354,223402,19
116249,223431,19
116357,223409,19
116374,223439,19
116132,223251,19
116325,223266,19
116342,223296,19
116123,223361,19
116346,223500,19
116248,223369,19
116345,223303,19
116107,223447,19
116216,223226,19
116442,223500,19
116128,223285,19
116334,223394,19
116122,223299,19
116253,223293,19
116236,223263,19
116106,223385,19
116110,223193,19
116127,223223,19
116333,223332,19
116228,223361,19
116095,223476,19
116245,223391,19
116220,223484,19
116115,223513,19
116102,223291,19
116119,223321,19
116136,223351,19
116227,223299,19
116345,223467,19
116107,223215,19
116216,223390,19
116334,223290,19
116118,223259,19
116128,223449,19
116219,223397,19
116236,223427,19
116207,223291,19
116110,223357,19
116127,223387,19
116224,223321,19
116337,223432,19
116111,223473,19
116098,223251,19
116115,223281,19
116308,223296,19
116325,223326,19
116443,223494,19
116227,223463,19
116216,223286,19
116090,223349,19
116107,223379,19
116101,223393,19
116118,223423,19
116215,223357,19
116089,223287,19
116106,223317,19
116211,223391,19
116224,223485,19
116336,223399,19
116199,223285,19
116098,223415,19
116308,223460,19
116210,223329,19
116324,223293,19
116102,223223,19
116328,223497,19
116345,223527,19
116227,223231,19
116090,223245,19
116296,223354,19
116198,223223,19
116215,223253,19
116202,223427,19
116219,223457,19
116316,223391,19
116187,223314,19
116312,223322,19
116190,223321,19
116093,223387,19
116207,223351,19
116094,223503,19
116098,223311,19
116304,223420,19
116092,223325,19
116199,223449,19
116307,223427,19
116324,223457,19
116328,223265,19
116090,223409,19
116198,223387,19
116101,223453,19
116215,223417,19
116299,223525,19
116219,223225,19
116303,223333,19
116320,223363,19
116089,223347,19
116190,223485,19
116211,223323,19
116302,223271,19
116319,223301,19
116178,223379,19
116308,223520,19
116189,223423,19
116199,223217,19
116193,223231,19
116210,223261,19
116296,223414,19
116194,223347,19
116177,223317,19
116299,223421,19
116186,223445,19
116089,223511,19
116379,223460,19
116298,223359,19
116416,223527,19
116287,223450,19
116290,223457,19
116307,223487,19
116189,223191,19
116294,223265,19
116181,223417,19
116303,223393,19
116270,223449,19
116395,223457,19
116298,223523,19
116302,223331,19
116161,223409,19
116178,223439,19
116172,223453,19
116189,223483,19
116286,223417,19
116176,223261,19
116307,223255,19
116160,223347,19
116177,223377,19
116278,223515,19
116164,223155,19
116181,223185,19
116175,223199,19
116282,223323,19
116299,223353,19
116152,223445,19
116169,223475,19
116379,223520,19
116270,223217,19
116173,223283,19
116281,223261,19
116298,223291,19
116151,223383,19
116161,223177,19
116155,223191,19
116172,223221,19
116273,223359,19
116290,223389,19
116274,223475,19
116147,223289,19
116164,223319,19
116278,223283,19
116272,223297,19
116148,223405,19
116165,223435,19
116394,223401,19
116270,223509,19
116152,223213,19
116378,223487,19
116395,223517,19
116163,223257,19
116281,223425,19
116269,223447,19
116151,223151,19
116155,223355,19
116172,223385,19
116143,223377,19
116160,223279,19
116135,223475,19
116260,223483,19
116270,223277,19
116264,223291,19
116382,223459,19
116151,223443,19
116138,223221,19
116269,223215,19
116256,223389,19
116273,223419,19
116370,223353,19
116381,223397,19
116240,223475,19
116257,223505,19
116143,223145,19
116244,223283,19
116147,223349,19
116261,223313,19
116255,223327,19
116272,223357,19
116369,223291,19
116131,223435,19
116135,223243,19
